id,edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual
1553,45,No,Travel_Rarely,Research & Development,1,Universitaria,Software Technologist,Baja,Alta,3,Software Engineer,Alta,Divorced,7441.0,1,No,12,Alta,Baja,3,10,4,10,7,7
1554,35,No,Travel_Rarely,Sales,28,Universitaria,Life Sciences,Media,Media,1,Sales Representative,Media,Married,2430.0,0,No,23,Muy_Alta,Baja,2,6,5,5,4,2
1557,48,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,6439.0,8,No,14,Alta,Alta,1,18,2,8,7,7
1558,29,No,Travel_Rarely,Research & Development,9,Master,Software Engineer,Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2451.0,6,No,18,Alta,Baja,2,5,2,1,0,0
1560,33,No,Travel_Rarely,Sales,8,Universitaria,Life Sciences,Baja,Alta,2,Sales Executive,Alta,Married,6392.0,2,No,13,Alta,Muy_Alta,1,8,6,2,2,2
1562,30,Yes,Travel_Rarely,Sales,1,Universitaria,Life Sciences,Media,Media,2,Sales Executive,No aplica,Married,9714.0,1,No,11,Alta,Muy_Alta,1,10,4,10,6,7
1563,38,No,Travel_Frequently,Human Resources,10,Universitaria,Human Resources,Alta,Alta,2,Human Resources,Alta,Married,6077.0,3,No,11,Alta,Alta,0,10,2,6,1,2
1564,35,No,Travel_Rarely,Research & Development,1,Universitaria,Systems Engineer,Muy_Alta,Media,1,Laboratory Technician,Media,Single,2450.0,1,No,19,Alta,Media,0,3,3,3,1,2
1568,30,No,Travel_Rarely,Sales,29,Universitaria,Technical Degree,Alta,Alta,3,Sales Executive,No aplica,Married,9250.0,3,No,12,Alta,Media,1,9,3,4,1,3
1569,35,Yes,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2074.0,1,Yes,12,Alta,Muy_Alta,1,1,2,1,0,0
1572,53,Yes,Travel_Rarely,Financial,2,Universitaria,Contaduría,Alta,Media,3,Accountant,Media,Married,10169.0,0,No,16,Alta,Media,1,34,4,33,1,9
1573,38,Yes,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Alta,Alta,2,Data Scientist,Alta,Married,4855.0,4,No,11,Alta,Baja,2,7,2,5,1,4
1574,32,No,Non-Travel,Financial,1,Universitaria,Contaduría,Muy_Alta,Alta,2,Financial Analyst,Alta,Married,4087.0,4,No,14,Alta,Media,1,9,3,6,1,2
1576,48,No,Travel_Rarely,Research & Development,15,Universitaria,Other,Alta,Alta,1,Research Scientist,Alta,Married,2367.0,8,No,12,Alta,Muy_Alta,1,10,3,8,7,6
1577,34,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,Baja,Alta,1,Research Scientist,Alta,Single,2972.0,1,No,13,Alta,Alta,0,1,4,1,0,0
1578,55,No,Travel_Rarely,Sales,26,Universitaria,Marketing,Alta,Media,5,CMO,Media,Married,19586.0,1,No,21,Muy_Alta,Alta,1,36,3,36,2,13
1580,34,No,Travel_Rarely,Financial,1,Universitaria,Ingeniería Administrativa,Media,Alta,2,Financial Analyst,Alta,Married,5484.0,9,No,17,Alta,Media,1,9,3,2,2,1
1581,26,No,Travel_Rarely,Research & Development,3,Universitaria,Software Engineer,Baja,Alta,1,Research Scientist,Alta,Married,2061.0,1,No,21,Muy_Alta,Baja,0,1,5,1,0,0
1582,38,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,9924.0,0,No,11,Alta,Muy_Alta,1,10,3,9,7,7
1583,38,No,Travel_Rarely,Sales,16,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,4198.0,2,No,12,Alta,Media,0,8,5,3,1,2
1585,36,No,Travel_Rarely,Sales,1,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,6815.0,6,No,13,Alta,Baja,0,15,5,1,0,0
1586,29,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Media,Alta,1,Laboratory Technician,Alta,Single,4723.0,1,Yes,18,Alta,Muy_Alta,0,10,3,10,1,5
1587,35,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,Baja,Alta,2,Software Engineer,Alta,Single,6142.0,3,Yes,16,Alta,Alta,0,10,4,5,0,4
1588,39,No,Travel_Rarely,Sales,6,Master,Medical,Muy_Alta,Muy_Alta,3,Sales Executive,Muy_Alta,Married,8237.0,2,No,11,Alta,Baja,1,11,3,7,7,6
1590,29,No,Travel_Frequently,Research & Development,2,Universitaria,Software Engineer,Baja,Alta,2,Software Engineer,Alta,Divorced,8853.0,1,No,19,Alta,Muy_Alta,1,6,0,6,1,3
1591,50,No,Travel_Rarely,Sales,9,Universitaria,Marketing,Alta,No aplica,5,CMO,No aplica,Married,19331.0,4,Yes,16,Alta,Alta,1,27,2,1,0,0
1592,23,No,Travel_Rarely,Research & Development,10,Master,Software Technologist,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2073.0,2,No,16,Alta,Muy_Alta,1,4,2,2,2,2
1594,36,No,Travel_Frequently,Research & Development,6,Master,Software Engineer,Baja,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,5562.0,3,Yes,13,Alta,Muy_Alta,1,9,3,3,0,2
1595,42,No,Travel_Rarely,Research & Development,9,Secundaria,Other,Muy_Alta,Media,5,CTO,Media,Single,19613.0,8,No,22,Muy_Alta,Muy_Alta,0,24,2,1,0,1
1596,35,No,Travel_Rarely,Research & Development,28,Master,Software Engineer,Media,Muy_Alta,2,Laboratory Technician,Muy_Alta,Married,3407.0,1,No,17,Alta,Muy_Alta,2,10,3,10,6,8
1597,34,No,Travel_Frequently,Research & Development,10,Universitaria,Software Technologist,Muy_Alta,Media,2,Software Engineer,Media,Married,5063.0,1,No,14,Alta,Media,1,8,3,8,7,7
1598,40,No,Travel_Rarely,Sales,14,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4639.0,1,No,15,Alta,Alta,1,5,2,5,1,2
1599,43,No,Travel_Rarely,Research & Development,27,Master,Software Technologist,Muy_Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Divorced,4876.0,5,No,12,Alta,Alta,1,8,0,6,0,2
1602,46,No,Travel_Rarely,Sales,1,Master,Life Sciences,Muy_Alta,Muy_Alta,4,CMO,Muy_Alta,Single,17567.0,1,No,15,Alta,Media,0,27,5,26,0,12
1604,28,Yes,Travel_Rarely,Research & Development,24,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Married,2408.0,1,Yes,17,Alta,Alta,3,1,3,1,0,0
1606,50,No,Travel_Frequently,Research & Development,20,Universitaria,Systems Engineer,Media,Alta,4,Software Engineer,Alta,Married,11245.0,2,Yes,15,Alta,Alta,1,32,3,30,12,13
1607,32,No,Travel_Rarely,Financial,5,Master,Other,Media,Muy_Alta,1,Financial Analyst,Muy_Alta,Married,3312.0,3,No,17,Alta,Muy_Alta,2,6,3,3,0,2
1608,44,No,Travel_Rarely,Research & Development,7,Universitaria,Systems Engineer,Media,Alta,5,Research Director,Alta,Divorced,19049.0,0,Yes,14,Alta,Muy_Alta,1,23,4,22,1,10
1611,45,No,Travel_Rarely,Research & Development,5,Primaria,Systems Engineer,Alta,Baja,2,Laboratory Technician,Baja,Single,5769.0,1,Yes,14,Alta,Baja,0,10,3,10,1,4
1612,45,No,Non-Travel,Sales,26,Universitaria,Marketing,Baja,Media,2,Sales Executive,Media,Married,4385.0,1,No,15,Alta,Baja,1,10,2,10,4,5
1613,31,No,Travel_Frequently,Sales,2,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5332.0,7,No,13,Alta,Muy_Alta,0,10,3,5,0,3
1614,36,No,Travel_Rarely,Research & Development,12,Universitaria,Software Engineer,Alta,Alta,2,Data Scientist,No aplica,Married,4663.0,9,Yes,12,Alta,Media,2,7,2,3,1,1
1615,34,No,Travel_Frequently,Research & Development,10,Master,Software Engineer,Alta,Muy_Alta,2,Data Scientist,Muy_Alta,Divorced,4724.0,1,No,13,Alta,Baja,1,9,3,9,7,2
1618,39,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,Media,Alta,2,Data Scientist,Alta,Married,5377.0,2,No,13,Alta,Muy_Alta,3,10,3,7,7,7
1619,27,No,Travel_Rarely,Research & Development,19,Secundaria,Other,Muy_Alta,Media,1,Laboratory Technician,Media,Divorced,4066.0,1,No,11,Alta,Baja,2,7,3,7,0,7
1621,35,No,Travel_Rarely,Research & Development,18,Master,Software Engineer,Media,Muy_Alta,2,Research Scientist,Muy_Alta,Married,5208.0,1,No,11,Alta,Muy_Alta,0,16,2,16,1,10
1622,28,No,Travel_Rarely,Research & Development,27,Primaria,Systems Engineer,Media,Baja,2,Data Scientist,Baja,Divorced,4877.0,0,No,21,Muy_Alta,Media,1,6,5,5,0,0
1623,21,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,Alta,Alta,1,Research Scientist,No aplica,Single,3117.0,1,No,18,Alta,Alta,0,3,2,2,2,2
1624,18,Yes,Travel_Frequently,Sales,3,Universitaria,Medical,Media,Alta,1,Sales Representative,Alta,Single,1569.0,1,Yes,12,Alta,Alta,0,0,2,0,0,0
1625,47,No,Travel_Rarely,Human Resources,26,Universitaria,Life Sciences,Muy_Alta,Alta,5,Talent Manager,Alta,Married,19658.0,3,No,11,Alta,Alta,1,27,2,5,1,0
1627,39,No,Travel_Rarely,Research & Development,3,Universitaria,Systems Engineer,Alta,Media,2,Laboratory Technician,Media,Divorced,3069.0,0,No,15,Alta,Muy_Alta,1,11,3,10,0,7
1628,40,No,Travel_Rarely,Research & Development,15,Universitaria,Software Engineer,Baja,No aplica,3,Data Scientist,No aplica,Married,10435.0,1,No,13,Alta,Muy_Alta,2,18,2,18,14,12
1630,35,No,Non-Travel,Research & Development,8,Universitaria,Software Engineer,Alta,Alta,2,Software Engineer,Alta,Married,4148.0,1,No,12,Alta,Muy_Alta,1,15,5,14,2,9
1633,39,No,Travel_Frequently,Research & Development,4,Universitaria,Systems Engineer,Baja,Alta,2,Data Scientist,Alta,Single,5042.0,0,No,13,Alta,Muy_Alta,0,10,2,9,3,8
1635,45,No,Travel_Rarely,Research & Development,2,Secundaria,Other,Muy_Alta,Media,2,Data Scientist,Media,Divorced,5770.0,1,No,19,Alta,Baja,2,10,3,10,3,9
1638,38,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Muy_Alta,Media,3,Data Scientist,Media,Married,7756.0,3,Yes,19,Alta,Muy_Alta,1,10,6,5,0,2
1640,37,No,Travel_Rarely,Research & Development,10,Universitaria,Systems Engineer,Media,Alta,1,Research Scientist,Alta,Married,3936.0,1,No,11,Alta,Baja,1,8,2,8,7,7
1641,40,No,Travel_Rarely,Research & Development,16,Universitaria,Software Engineer,Alta,Alta,3,Data Scientist,Alta,Single,7945.0,6,Yes,15,Alta,Muy_Alta,0,18,2,4,3,3
1645,35,Yes,Travel_Rarely,Sales,15,Primaria,Medical,Baja,Baja,2,Sales Executive,Baja,Divorced,5440.0,6,Yes,14,Alta,Muy_Alta,2,7,2,2,2,2
1646,24,No,Travel_Frequently,Financial,2,Universitaria,Contaduría,Baja,Alta,1,Financial Analyst,Alta,Single,3760.0,1,Yes,13,Alta,Alta,0,6,2,6,1,3
1647,27,No,Travel_Rarely,Research & Development,8,Universitaria,Systems Engineer,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3517.0,7,No,17,Alta,Baja,0,5,0,3,0,2
1648,27,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Research Scientist,Alta,Single,2580.0,2,No,13,Alta,Alta,0,6,0,4,1,2
1649,40,Yes,Travel_Rarely,Research & Development,7,Universitaria,Software Engineer,Baja,Alta,1,Laboratory Technician,Alta,Single,2166.0,3,Yes,14,Alta,Media,0,10,3,4,0,3
1650,29,No,Travel_Rarely,Sales,10,Universitaria,Medical,Alta,Media,2,Sales Executive,Media,Single,5869.0,9,No,11,Alta,Alta,0,8,2,5,1,4
1653,25,No,Travel_Frequently,Research & Development,2,Master,Software Engineer,Muy_Alta,Muy_Alta,2,Data Scientist,Muy_Alta,Divorced,5206.0,1,No,17,Alta,Alta,2,7,6,7,0,7
1654,39,No,Travel_Rarely,Research & Development,12,Universitaria,Systems Engineer,Muy_Alta,Alta,2,Data Scientist,Alta,Married,5295.0,4,No,21,Muy_Alta,Alta,0,7,3,5,1,0
1655,49,No,Travel_Rarely,Research & Development,22,Universitaria,Other,Baja,Alta,4,Research Director,Alta,Married,16413.0,3,No,16,Alta,Media,2,27,2,4,1,2
1656,50,No,Travel_Rarely,Research & Development,17,Universitaria,Software Engineer,Muy_Alta,Media,3,Research Director,Media,Divorced,13269.0,5,No,15,Alta,Alta,3,19,3,14,1,11
1657,20,No,Travel_Rarely,Sales,2,Universitaria,Medical,Alta,Alta,1,Sales Representative,Alta,Single,2783.0,1,No,19,Alta,Baja,0,2,3,2,2,2
1658,34,No,Travel_Rarely,Financial,3,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,2,Financial Analyst,Alta,Divorced,5433.0,1,No,12,Alta,Alta,1,11,2,11,7,9
1659,36,No,Travel_Rarely,Financial,7,Universitaria,Ingeniería Administrativa,Baja,Alta,1,Treasurer,Alta,Single,2013.0,2,No,11,Alta,Alta,0,15,4,4,1,3
1661,49,No,Travel_Rarely,Research & Development,6,Universitaria,Software Engineer,Alta,Media,4,Software Engineer,Media,Married,13966.0,2,Yes,19,Alta,Media,1,30,3,15,2,12
1662,36,No,Non-Travel,Research & Development,1,Universitaria,Systems Engineer,Muy_Alta,Media,2,Data Scientist,Media,Married,4374.0,0,No,15,Alta,Alta,0,4,6,3,1,2
1665,54,No,Travel_Rarely,Research & Development,22,Universitaria,Systems Engineer,Media,Alta,4,CTO,Alta,Married,17426.0,3,No,25,Muy_Alta,Alta,1,36,6,10,4,7
1666,43,No,Travel_Rarely,Financial,15,Universitaria,Ingeniería Administrativa,Alta,Media,4,Financial Director,Media,Married,17603.0,1,No,24,Muy_Alta,Baja,1,14,3,14,6,11
1667,35,Yes,Travel_Frequently,Sales,12,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4581.0,3,Yes,24,Muy_Alta,Baja,0,13,2,11,6,7
1668,38,No,Travel_Frequently,Financial,1,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,2,Financial Analyst,Alta,Married,4735.0,7,No,15,Alta,Muy_Alta,2,19,4,13,2,9
1669,29,No,Travel_Rarely,Sales,5,Universitaria,Medical,Baja,Media,2,Sales Executive,Media,Divorced,4187.0,1,Yes,13,Alta,Media,1,10,3,10,0,9
1670,33,No,Travel_Rarely,Sales,2,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,5505.0,1,No,14,Alta,Alta,2,6,5,6,0,4
1671,32,No,Travel_Rarely,Research & Development,2,Universitaria,Systems Engineer,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,5470.0,0,No,13,Alta,Alta,2,10,4,9,1,6
1673,31,No,Travel_Rarely,Sales,5,Universitaria,Life Sciences,Baja,Alta,2,Sales Executive,Alta,Married,5476.0,1,No,11,Alta,Baja,2,10,2,10,0,2
1674,49,No,Travel_Rarely,Research & Development,16,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Divorced,2587.0,4,Yes,16,Alta,Media,1,17,2,2,2,2
1676,47,No,Travel_Rarely,Sales,2,Master,Life Sciences,Media,Muy_Alta,4,CMO,Muy_Alta,Divorced,15972.0,6,No,14,Alta,Alta,3,29,2,3,1,2
1677,49,No,Travel_Rarely,Research & Development,1,Universitaria,Software Engineer,Alta,Alta,4,CTO,Alta,Single,15379.0,4,No,14,Alta,Baja,0,23,2,8,0,0
1681,33,No,Non-Travel,Sales,16,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,5368.0,1,Yes,25,Muy_Alta,Alta,1,7,2,6,1,2
1682,36,No,Travel_Rarely,Research & Development,26,Universitaria,Software Engineer,Baja,Alta,2,Software Engineer,Alta,Married,5347.0,6,No,14,Alta,Media,2,10,2,3,0,2
1684,23,Yes,Travel_Rarely,Research & Development,8,Universitaria,Systems Engineer,Muy_Alta,Media,1,Laboratory Technician,Media,Single,3989.0,1,Yes,11,Alta,Baja,0,5,2,5,1,2
1687,38,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3306.0,7,No,19,Alta,Muy_Alta,1,7,5,0,0,0
1691,48,Yes,Travel_Frequently,Sales,7,Universitaria,Medical,Muy_Alta,Alta,1,Sales Representative,Alta,Married,2655.0,2,Yes,11,Alta,Alta,2,19,3,9,7,7
1692,32,Yes,Travel_Rarely,Financial,2,Universitaria,Ingeniería Administrativa,Muy_Alta,Alta,1,Treasurer,Alta,Single,1393.0,1,No,12,Alta,Baja,0,1,2,1,0,0
1694,55,No,Travel_Rarely,Research & Development,22,Universitaria,Software Technologist,Baja,Media,1,Research Scientist,Media,Divorced,3537.0,5,No,12,Alta,Muy_Alta,1,8,1,4,1,2
1696,34,No,Travel_Rarely,Research & Development,5,Universitaria,Systems Engineer,Media,Media,2,Laboratory Technician,Media,Married,3986.0,1,No,14,Alta,Alta,1,15,3,15,4,13
1697,60,No,Travel_Rarely,Research & Development,1,Primaria,Systems Engineer,Alta,Baja,3,Software Engineer,Baja,Divorced,10883.0,3,No,20,Muy_Alta,Alta,1,19,2,1,0,0
1698,33,No,Travel_Rarely,Research & Development,21,Master,Systems Engineer,Media,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,2028.0,1,No,18,Alta,Muy_Alta,3,14,6,14,2,13
1700,37,No,Travel_Frequently,Sales,1,Primaria,Medical,Alta,Baja,2,Sales Executive,Baja,Divorced,9525.0,1,No,14,Alta,Alta,2,6,2,6,1,3
1702,23,Yes,Travel_Rarely,Sales,7,Universitaria,Life Sciences,Alta,Alta,1,Sales Representative,Alta,Divorced,2275.0,1,Yes,21,Muy_Alta,Media,1,3,2,3,0,2
1703,44,No,Travel_Rarely,Research & Development,2,Master,Software Engineer,Alta,Muy_Alta,3,Software Engineer,Muy_Alta,Married,7879.0,1,Yes,19,Alta,Media,1,9,2,8,6,7
1704,35,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,Baja,Media,1,Research Scientist,Media,Single,4930.0,0,Yes,14,Alta,Alta,0,6,2,5,1,4
1706,43,No,Travel_Rarely,Sales,2,Universitaria,Medical,Muy_Alta,Alta,2,Sales Executive,Alta,Married,7847.0,1,Yes,17,Alta,Baja,1,10,3,10,8,8
1707,24,No,Travel_Rarely,Research & Development,9,Master,Systems Engineer,Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,4401.0,1,No,16,Alta,Muy_Alta,1,5,1,5,0,4
1708,41,No,Travel_Rarely,Sales,6,Universitaria,Marketing,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9241.0,1,No,12,Alta,Media,0,10,3,10,8,7
1709,29,No,Travel_Rarely,Research & Development,9,Universitaria,Systems Engineer,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2974.0,9,No,17,Alta,Alta,1,9,2,5,1,2
1710,36,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,2,Sales Representative,Alta,Single,4502.0,3,No,15,Alta,Alta,0,17,2,13,6,7
1716,47,Yes,Travel_Frequently,Sales,9,Primaria,Life Sciences,Alta,Baja,4,Sales Executive,Baja,Married,12936.0,7,No,11,Alta,Alta,0,25,3,23,14,10
1719,45,No,Travel_Rarely,Research & Development,28,Universitaria,Software Technologist,Muy_Alta,Media,4,Research Director,Media,Single,16704.0,1,No,11,Alta,Alta,0,21,2,21,8,6
1720,32,No,Travel_Frequently,Research & Development,10,Universitaria,Software Engineer,Baja,Alta,1,Research Scientist,Alta,Married,3433.0,6,No,13,Alta,Baja,1,10,3,5,1,3
1721,31,No,Travel_Rarely,Research & Development,2,Universitaria,Software Engineer,Media,Alta,1,Laboratory Technician,Alta,Married,3477.0,1,No,14,Alta,Muy_Alta,1,6,2,5,0,3
1722,41,No,Non-Travel,Human Resources,4,Primaria,Human Resources,Alta,Baja,2,Human Resources,Baja,Married,6430.0,6,No,19,Alta,Media,1,10,4,3,1,2
1724,40,No,Travel_Rarely,Research & Development,8,Universitaria,Software Engineer,Media,Alta,2,Data Scientist,Alta,Married,6516.0,2,Yes,16,Alta,Media,1,18,3,1,0,0
1727,46,No,Travel_Rarely,Research & Development,13,Universitaria,Software Engineer,Alta,Alta,2,Software Engineer,Alta,Single,5562.0,6,No,14,Alta,Muy_Alta,0,19,3,10,0,9
1728,35,No,Travel_Rarely,Research & Development,27,Universitaria,Software Engineer,Muy_Alta,Alta,2,Data Scientist,Alta,Married,6883.0,2,No,16,Alta,Media,1,17,3,7,0,7
1729,30,No,Travel_Rarely,Research & Development,16,Universitaria,Software Engineer,Media,Alta,1,Research Scientist,Alta,Married,2862.0,1,No,12,Alta,Media,1,10,2,10,0,8
1731,47,No,Non-Travel,Sales,2,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,4978.0,7,No,11,Alta,Muy_Alta,1,4,3,1,0,0
1732,46,No,Travel_Rarely,Sales,2,Universitaria,Life Sciences,Alta,Alta,3,Sales Executive,Alta,Divorced,10368.0,4,Yes,12,Alta,Media,1,13,5,10,0,3
1733,36,Yes,Travel_Rarely,Sales,13,Universitaria,Marketing,Media,Media,2,Sales Executive,Media,Divorced,6134.0,5,Yes,13,Alta,Media,3,16,3,2,2,2
1734,32,Yes,Travel_Rarely,Sales,1,Primaria,Life Sciences,Baja,Baja,2,Sales Executive,Baja,Single,6735.0,6,No,15,Alta,Media,0,10,2,0,0,0
1735,23,No,Travel_Rarely,Research & Development,4,Universitaria,Systems Engineer,Alta,Alta,1,Laboratory Technician,Alta,Single,3295.0,1,No,13,Alta,Alta,0,3,3,3,1,2
1736,31,No,Travel_Frequently,Research & Development,24,Universitaria,Software Technologist,Muy_Alta,Alta,2,Data Scientist,Alta,Single,5238.0,2,No,20,Muy_Alta,Muy_Alta,0,9,3,5,1,4
1737,39,No,Non-Travel,Research & Development,1,Universitaria,Software Engineer,Muy_Alta,Alta,2,Laboratory Technician,Alta,Married,6472.0,1,Yes,15,Alta,Muy_Alta,1,9,2,9,5,8
1739,32,No,Travel_Rarely,Sales,19,Primaria,Life Sciences,Muy_Alta,Baja,3,Sales Executive,Baja,Married,9610.0,3,No,13,Alta,Alta,1,10,2,4,0,2
1740,40,No,Travel_Rarely,Sales,7,Universitaria,Medical,Media,Alta,5,CMO,Alta,Single,19833.0,1,No,14,Alta,Media,0,21,3,21,12,8
1744,45,No,Travel_Rarely,Human Resources,4,Primaria,Life Sciences,Alta,Baja,3,Human Resources,Baja,Married,9756.0,4,No,21,Muy_Alta,Alta,2,9,2,5,0,3
1745,30,No,Travel_Frequently,Research & Development,2,Universitaria,Software Technologist,Muy_Alta,Media,1,Research Scientist,Media,Single,4968.0,0,No,16,Alta,Muy_Alta,0,10,2,9,0,7
1747,30,Yes,Travel_Frequently,Human Resources,8,Universitaria,Human Resources,Alta,Media,1,Human Resources,Media,Divorced,2180.0,6,No,11,Alta,Alta,1,6,0,4,1,2
1749,31,No,Travel_Rarely,Sales,5,Universitaria,Technical Degree,Baja,Alta,2,Sales Executive,Alta,Married,8346.0,1,No,19,Alta,Alta,1,6,3,5,0,2
1751,27,No,Travel_Rarely,Financial,8,Universitaria,Finanzas,Alta,Alta,1,Financial Analyst,Alta,Single,3445.0,1,No,11,Alta,Alta,0,6,5,6,1,4
1752,29,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,Media,Baja,1,Sales Representative,Baja,Single,2760.0,1,No,13,Alta,Alta,0,2,3,2,2,2
1753,29,No,Travel_Frequently,Research & Development,1,Master,Software Engineer,Muy_Alta,Muy_Alta,2,Software Engineer,Muy_Alta,Single,6294.0,8,Yes,12,Alta,Muy_Alta,0,10,5,3,0,2
1754,30,No,Travel_Rarely,Sales,15,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Divorced,7140.0,2,No,11,Alta,Baja,1,12,2,7,1,7
1755,34,No,Travel_Rarely,Research & Development,2,Master,Systems Engineer,Muy_Alta,Muy_Alta,1,Research Scientist,Muy_Alta,Married,2932.0,0,Yes,14,Alta,Baja,3,6,3,5,1,2
1756,33,No,Non-Travel,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Single,5147.0,8,No,15,Alta,Muy_Alta,0,13,2,11,1,7
1757,49,No,Travel_Rarely,Sales,11,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4507.0,3,No,12,Alta,Alta,0,8,1,5,0,4
1758,33,Yes,Travel_Rarely,Sales,16,Universitaria,Life Sciences,Baja,Alta,3,Sales Executive,Alta,Single,8564.0,2,Yes,20,Muy_Alta,Alta,0,11,2,0,0,0
1760,38,No,Travel_Frequently,Research & Development,2,Universitaria,Systems Engineer,Alta,Media,1,Laboratory Technician,Media,Married,2468.0,4,No,14,Alta,Media,1,9,4,6,0,5
1761,31,Yes,Travel_Rarely,Sales,16,Universitaria,Marketing,Baja,Alta,3,Sales Executive,Alta,Married,8161.0,2,No,13,Alta,Baja,3,10,2,1,0,0
1762,29,No,Travel_Rarely,Research & Development,4,Universitaria,Software Technologist,Muy_Alta,Media,1,Research Scientist,Media,Divorced,2109.0,1,No,13,Alta,Alta,1,1,2,1,0,0
1763,30,No,Travel_Rarely,Financial,16,Master,Ingeniería Administrativa,Alta,Muy_Alta,2,Coordinator,Muy_Alta,Married,5294.0,3,No,16,Alta,Alta,1,10,3,7,1,7
1764,32,No,Non-Travel,Research & Development,5,Universitaria,Software Technologist,Media,Alta,1,Research Scientist,Alta,Single,2718.0,2,No,14,Alta,Media,0,12,3,7,0,7
1766,38,No,Travel_Rarely,Research & Development,18,Primaria,Systems Engineer,Media,Baja,2,Software Engineer,No aplica,Married,5811.0,3,Yes,16,Alta,Alta,1,15,2,1,1,0
1767,43,Yes,Travel_Frequently,Research & Development,17,Universitaria,Software Technologist,Alta,Media,1,Research Scientist,Media,Married,2437.0,9,Yes,16,Alta,Muy_Alta,1,6,4,1,0,0
1768,42,No,Travel_Rarely,Research & Development,12,Universitaria,Systems Engineer,Media,Alta,1,Laboratory Technician,Alta,Divorced,2766.0,8,No,22,Muy_Alta,Media,3,7,6,5,0,4
1771,33,No,Non-Travel,Research & Development,4,Universitaria,Software Technologist,Muy_Alta,Alta,2,Research Scientist,Alta,Divorced,3055.0,5,No,15,Alta,Muy_Alta,2,11,2,9,1,7
1772,41,No,Travel_Rarely,Research & Development,9,Universitaria,Software Engineer,Alta,Alta,1,Laboratory Technician,Alta,Divorced,2289.0,1,No,20,Muy_Alta,Media,2,5,2,5,0,4
1774,34,No,Non-Travel,Sales,10,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4001.0,1,Yes,14,Alta,Alta,1,15,3,15,0,7
1775,53,No,Non-Travel,Research & Development,1,Universitaria,Systems Engineer,Baja,Media,4,Data Scientist,Media,Married,12965.0,4,Yes,20,Muy_Alta,Muy_Alta,3,27,2,3,0,2
